micros,pressure,temperature
568994.00,1009.6100,22.04
569626.00,1009.2300,22.04
570262.00,1009.5200,22.04
570889.00,1009.0400,22.04
571525.00,1009.1300,22.04
572155.00,1009.2300,22.04
572798.00,1009.7100,22.04
573430.00,1009.3200,22.04
574061.00,1009.4200,22.04
574726.00,1009.4200,22.04
575361.00,1008.9400,22.04
575990.00,1009.2300,22.04
576631.00,1009.0400,22.04
577263.00,1009.2300,22.04
577908.00,1009.1300,22.04
578545.00,1009.4200,22.04
579177.00,1009.6100,22.04
579823.00,1009.7100,22.04
580457.00,1008.9400,22.04
581134.00,1009.1300,22.04
581782.00,1009.2300,22.04
582420.00,1009.4200,22.04
583049.00,1009.2300,22.04
583685.00,1009.4200,22.04
584322.00,1009.3200,22.04
584961.00,1009.6100,22.04
585593.00,1009.2300,22.04
586223.00,1009.5200,22.04
586878.00,1009.3200,22.04
587516.00,1009.2300,22.04
588156.00,1009.6100,22.04
588793.00,1009.3200,22.04
589434.00,1009.3200,22.04
590072.00,1009.4200,22.04
590710.00,1009.3200,22.04
591348.00,1009.4200,22.04
591989.00,1009.3200,22.04
